Latitude,Longitude,MagneticField(nT)
-45.0,90.0,57254.6
-45.0,91.0,57675.6
-45.0,92.0,58085.9
-45.0,93.0,58485.4
-45.0,94.0,58873.8
-45.0,95.0,59250.7
-45.0,96.0,59616.1
-45.0,97.0,59969.6
-45.0,98.0,60311.1
-45.0,99.0,60640.5
-45.0,100.0,60957.7
-45.0,101.0,61262.4
-45.0,102.0,61554.8
-45.0,103.0,61834.7
-45.0,104.0,62102.1
-45.0,105.0,62357.0
-45.0,106.0,62599.4
-45.0,107.0,62829.3
-45.0,108.0,63046.9
-45.0,109.0,63252.1
-45.0,110.0,63445.2
-45.0,111.0,63626.2
-45.0,112.0,63795.2
-45.0,113.0,63952.5
-45.0,114.0,64098.1
-45.0,115.0,64232.3
-45.0,116.0,64355.2
-45.0,117.0,64467.1
-45.0,118.0,64568.1
-45.0,119.0,64658.5
-45.0,120.0,64738.6
-45.0,121.0,64808.4
-45.0,122.0,64868.4
-45.0,123.0,64918.7
-45.0,124.0,64959.5
-45.0,125.0,64991.2
-45.0,126.0,65014.0
-45.0,127.0,65028.2
-45.0,128.0,65033.9
-45.0,129.0,65031.5
-45.0,130.0,65021.1
-45.0,131.0,65003.1
-45.0,132.0,64977.7
-45.0,133.0,64945.2
-45.0,134.0,64905.7
-45.0,135.0,64859.5
-45.0,136.0,64806.9
-45.0,137.0,64748.0
-45.0,138.0,64683.2
-45.0,139.0,64612.5
-45.0,140.0,64536.2
-45.0,141.0,64454.5
-45.0,142.0,64367.7
-45.0,143.0,64275.8
-45.0,144.0,64179.1
-45.0,145.0,64077.8
-45.0,146.0,63972.0
-45.0,147.0,63861.9
-45.0,148.0,63747.6
-45.0,149.0,63629.2
-45.0,150.0,63507.0
-45.0,151.0,63381.1
-45.0,152.0,63251.5
-45.0,153.0,63118.5
-45.0,154.0,62982.1
-45.0,155.0,62842.4
-45.0,156.0,62699.5
-45.0,157.0,62553.6
-45.0,158.0,62404.6
-45.0,159.0,62252.9
-45.0,160.0,62098.3
-45.0,161.0,61941.0
-45.0,162.0,61781.1
-45.0,163.0,61618.7
-45.0,164.0,61453.8
-45.0,165.0,61286.6
-45.0,166.0,61117.0
-45.0,167.0,60945.3
-45.0,168.0,60758.2
-45.0,169.0,60567.1
-45.0,170.0,60398.9
-45.0,171.0,60236.3
-45.0,172.0,60056.4
-45.0,173.0,59873.2
-45.0,174.0,59688.4
-45.0,175.0,59502.2
-45.0,176.0,59314.6
-45.0,177.0,59125.8
-45.0,178.0,58935.8
-45.0,179.0,58744.7
-45.0,180.0,58552.7
-46.0,-180.0,59037.8
-46.0,-179.0,58848.6
-46.0,-178.0,58658.6
-46.0,-177.0,58468.0
