Latitude,Longitude,MagneticField(nT)
0.0,0.0,31441.3
0.0,1.0,31566.0
0.0,2.0,31688.2
0.0,3.0,31807.7
0.0,4.0,31924.1
0.0,5.0,32037.2
0.0,6.0,32146.7
0.0,7.0,32252.3
0.0,8.0,32353.7
0.0,9.0,32450.6
0.0,10.0,32542.3
0.0,11.0,32626.1
0.0,12.0,32707.1
0.0,13.0,32779.7
0.0,14.0,32850.9
0.0,15.0,32920.8
0.0,16.0,32983.4
0.0,17.0,33039.8
0.0,18.0,33090.5
0.0,19.0,33136.3
0.0,20.0,33177.2
0.0,21.0,33213.7
0.0,22.0,33245.2
0.0,23.0,33272.7
0.0,24.0,33299.9
0.0,25.0,33322.2
0.0,26.0,33342.6
0.0,27.0,33357.7
0.0,28.0,33376.2
0.0,29.0,33386.3
0.0,30.0,33411.3
0.0,31.0,33425.8
0.0,32.0,33451.3
0.0,33.0,33491.7
0.0,34.0,33507.5
0.0,35.0,33530.6
0.0,36.0,33572.6
0.0,37.0,33611.5
0.0,38.0,33682.5
0.0,39.0,33748.9
0.0,40.0,33814.5
0.0,41.0,33887.9
0.0,42.0,33968.7
0.0,43.0,34056.9
0.0,44.0,34152.9
0.0,45.0,34257.4
0.0,46.0,34370.2
0.0,47.0,34491.4
0.0,48.0,34620.8
0.0,49.0,34758.4
0.0,50.0,34903.8
0.0,51.0,35056.9
0.0,52.0,35217.3
0.0,53.0,35384.7
0.0,54.0,35558.6
0.0,55.0,35738.7
0.0,56.0,35924.4
0.0,57.0,36115.5
0.0,58.0,36311.3
0.0,59.0,36511.3
0.0,60.0,36715.2
0.0,61.0,36922.4
0.0,62.0,37132.4
0.0,63.0,37344.7
0.0,64.0,37558.8
0.0,65.0,37774.2
0.0,66.0,37990.5
0.0,67.0,38207.2
0.0,68.0,38423.9
0.0,69.0,38639.9
0.0,70.0,38855.0
0.0,71.0,39068.6
0.0,72.0,39280.3
0.0,73.0,39489.6
0.0,74.0,39696.0
0.0,75.0,39899.1
0.0,76.0,40098.4
0.0,77.0,40293.5
0.0,78.0,40483.8
0.0,79.0,40668.8
0.0,80.0,40848.1
0.0,81.0,41021.2
0.0,82.0,41187.5
0.0,83.0,41346.6
0.0,84.0,41498.0
0.0,85.0,41641.3
0.0,86.0,41776.0
0.0,87.0,41901.6
0.0,88.0,42017.9
0.0,89.0,42124.4
0.0,90.0,42220.8
0.0,91.0,42306.9
0.0,92.0,42382.6
0.0,93.0,42447.6
0.0,94.0,42501.9
0.0,95.0,42545.5
0.0,96.0,42578.5
0.0,97.0,42601.1
0.0,98.0,42613.4
0.0,99.0,42615.8
0.0,100.0,42600.0
0.0,101.0,42590.4
0.0,102.0,42566.9
0.0,103.0,42533.5
0.0,104.0,42493.3
0.0,105.0,42445.6
0.0,106.0,42391.5
0.0,107.0,42331.7
0.0,108.0,42266.7
0.0,109.0,42197.2
0.0,110.0,42122.8
0.0,111.0,42046.1
0.0,112.0,41965.0
0.0,113.0,41880.6
0.0,114.0,41792.4
0.0,115.0,41710.2
0.0,116.0,41626.0
0.0,117.0,41539.4
0.0,118.0,41450.5
0.0,119.0,41360.4
0.0,120.0,41261.3
0.0,121.0,41177.6
0.0,122.0,41085.0
0.0,123.0,40991.4
0.0,124.0,40896.7
0.0,125.0,40800.9
0.0,126.0,40703.7
0.0,127.0,40604.9
0.0,128.0,40504.5
0.0,129.0,40402.3
0.0,130.0,40298.2
0.0,131.0,40192.0
0.0,132.0,40083.7
0.0,133.0,39973.2
0.0,134.0,39860.5
0.0,135.0,39745.5
0.0,136.0,39628.4
0.0,137.0,39509.3
0.0,138.0,39388.1
0.0,139.0,39265.0
0.0,140.0,39140.2
0.0,141.0,39013.9
0.0,142.0,38886.2
0.0,143.0,38757.2
0.0,144.0,38627.3
0.0,145.0,38496.5
0.0,146.0,38365.0
0.0,147.0,38233.2
0.0,148.0,38101.0
0.0,149.0,37968.7
0.0,150.0,37836.4
0.0,151.0,37704.3
0.0,152.0,37572.4
0.0,153.0,37441.0
0.0,154.0,37310.1
0.0,155.0,37179.9
0.0,156.0,37050.3
0.0,157.0,36921.6
0.0,158.0,36793.8
0.0,159.0,36667.0
0.0,160.0,36541.2
0.0,161.0,36416.7
0.0,162.0,36293.5
0.0,163.0,36171.6
0.0,164.0,36051.2
0.0,165.0,35932.4
0.0,166.0,35815.2
0.0,167.0,35699.8
0.0,168.0,35586.2
0.0,169.0,35474.5
0.0,170.0,35364.7
0.0,171.0,35257.0
0.0,172.0,35151.3
0.0,173.0,35047.7
0.0,174.0,34946.2
0.0,175.0,34846.7
0.0,176.0,34749.2
0.0,177.0,34653.8
0.0,178.0,34560.3
0.0,179.0,34468.6
0.0,180.0,34378.8
-1.0,-180.0,34658.8
-1.0,-179.0,34563.4
-1.0,-178.0,34469.7
-1.0,-177.0,34377.4
-1.0,-176.0,34286.5
-1.0,-175.0,34196.8
-1.0,-174.0,34108.4
-1.0,-173.0,34021.0
-1.0,-172.0,33934.7
-1.0,-171.0,33849.3
-1.0,-170.0,33764.8
-1.0,-169.0,33681.1
-1.0,-168.0,33598.3
-1.0,-167.0,33516.1
-1.0,-166.0,33434.7
-1.0,-165.0,33354.1
-1.0,-164.0,33274.2
-1.0,-163.0,33195.1
-1.0,-162.0,33116.8
-1.0,-161.0,33039.4
-1.0,-160.0,32962.8
-1.0,-159.0,32887.2
-1.0,-158.0,32812.7
-1.0,-157.0,32739.2
-1.0,-156.0,32666.9
-1.0,-155.0,32595.7
-1.0,-154.0,32525.9
-1.0,-153.0,32457.4
-1.0,-152.0,32390.2
-1.0,-151.0,32324.5
-1.0,-150.0,32260.3
-1.0,-149.0,32197.6
-1.0,-148.0,32136.4
-1.0,-147.0,32076.8
-1.0,-146.0,32018.8
-1.0,-145.0,31962.4
-1.0,-144.0,31907.5
-1.0,-143.0,31854.4
-1.0,-142.0,31802.8
-1.0,-141.0,31752.8
-1.0,-140.0,31704.5
-1.0,-139.0,31657.8
-1.0,-138.0,31612.8
-1.0,-137.0,31569.3
-1.0,-136.0,31527.5
-1.0,-135.0,31487.4
-1.0,-134.0,31448.9
-1.0,-133.0,31412.1
-1.0,-132.0,31377.0
-1.0,-131.0,31343.7
-1.0,-130.0,31312.1
-1.0,-129.0,31282.2
-1.0,-128.0,31254.2
-1.0,-127.0,31228.0
-1.0,-126.0,31203.6
-1.0,-125.0,31181.1
-1.0,-124.0,31160.4
-1.0,-123.0,31141.5
-1.0,-122.0,31124.5
-1.0,-121.0,31109.4
-1.0,-120.0,31095.9
-1.0,-119.0,31084.2
-1.0,-118.0,31074.2
-1.0,-117.0,31065.6
-1.0,-116.0,31058.6
-1.0,-115.0,31052.8
-1.0,-114.0,31048.3
-1.0,-113.0,31044.8
-1.0,-112.0,31042.1
-1.0,-111.0,31040.1
-1.0,-110.0,31038.6
-1.0,-109.0,31037.3
-1.0,-108.0,31036.0
-1.0,-107.0,31034.5
-1.0,-106.0,31032.5
-1.0,-105.0,31029.8
-1.0,-104.0,31026.1
-1.0,-103.0,31021.1
-1.0,-102.0,31014.7
-1.0,-101.0,31006.5
-1.0,-100.0,30996.2
-1.0,-99.0,30983.7
-1.0,-98.0,30968.7
-1.0,-97.0,30951.0
-1.0,-96.0,30930.3
-1.0,-95.0,30906.5
-1.0,-94.0,30879.3
-1.0,-93.0,30848.7
-1.0,-92.0,30814.3
-1.0,-91.0,30776.2
-1.0,-90.0,30734.2
-1.0,-89.0,30688.2
-1.0,-88.0,30638.1
-1.0,-87.0,30583.9
-1.0,-86.0,30525.6
-1.0,-85.0,30463.2
-1.0,-84.0,30396.6
-1.0,-83.0,30326.0
-1.0,-82.0,30251.4
-1.0,-81.0,30172.9
-1.0,-80.0,30088.2
-1.0,-79.0,29962.4
-1.0,-78.0,29898.6
-1.0,-77.0,29818.1
-1.0,-76.0,29723.7
-1.0,-75.0,29625.5
-1.0,-74.0,29525.1
-1.0,-73.0,29421.7
-1.0,-72.0,29316.2
-1.0,-71.0,29208.1
-1.0,-70.0,29100.4
-1.0,-69.0,28990.1
-1.0,-68.0,28879.7
-1.0,-67.0,28768.4
-1.0,-66.0,28656.7
-1.0,-65.0,28545.2
-1.0,-64.0,28434.4
-1.0,-63.0,28324.2
-1.0,-62.0,28215.3
-1.0,-61.0,28107.8
-1.0,-60.0,28000.7
-1.0,-59.0,27898.5
-1.0,-58.0,27798.5
-1.0,-57.0,27702.9
-1.0,-56.0,27609.3
-1.0,-55.0,27519.1
-1.0,-54.0,27432.5
-1.0,-53.0,27358.0
-1.0,-52.0,27285.4
-1.0,-51.0,27218.1
-1.0,-50.0,27156.7
-1.0,-49.0,27102.2
-1.0,-48.0,27054.4
-1.0,-47.0,27014.3
-1.0,-46.0,26981.9
-1.0,-45.0,26957.2
-1.0,-44.0,26940.6
-1.0,-43.0,26932.2
-1.0,-42.0,26932.2
-1.0,-41.0,26940.5
-1.0,-40.0,26957.1
-1.0,-39.0,26982.0
-1.0,-38.0,27014.9
-1.0,-37.0,27055.8
-1.0,-36.0,27104.4
-1.0,-35.0,27160.5
-1.0,-34.0,27223.6
-1.0,-33.0,27293.5
-1.0,-32.0,27369.9
-1.0,-31.0,27452.4
-1.0,-30.0,27540.5
-1.0,-29.0,27633.9
-1.0,-28.0,27732.3
-1.0,-27.0,27835.3
-1.0,-26.0,27942.4
-1.0,-25.0,28053.5
-1.0,-24.0,28168.1
-1.0,-23.0,28285.9
-1.0,-22.0,28406.6
-1.0,-21.0,28530.1
-1.0,-20.0,28656.0
-1.0,-19.0,28784.1
-1.0,-18.0,28914.1
-1.0,-17.0,29045.9
-1.0,-16.0,29179.3
-1.0,-15.0,29314.0
-1.0,-14.0,29449.9
-1.0,-13.0,29586.8
-1.0,-12.0,29724.5
-1.0,-11.0,29862.8
-1.0,-10.0,30001.5
-1.0,-9.0,30140.4
-1.0,-8.0,30279.3
-1.0,-7.0,30417.9
-1.0,-6.0,30556.1
-1.0,-5.0,30693.7
-1.0,-4.0,30830.2
-1.0,-3.0,30965.6
-1.0,-2.0,31099.4
-1.0,-1.0,31231.5
-1.0,0.0,31361.5
-1.0,1.0,31489.1
-1.0,2.0,31614.1
-1.0,3.0,31736.0
-1.0,4.0,31854.7
-1.0,5.0,31969.7
-1.0,6.0,32080.8
-1.0,7.0,32187.7
-1.0,8.0,32290.2
-1.0,9.0,32387.6
-1.0,10.0,32480.1
-1.0,11.0,32561.6
-1.0,12.0,32637.8
-1.0,13.0,32719.5
-1.0,14.0,32788.7
-1.0,15.0,32855.7
-1.0,16.0,32917.1
-1.0,17.0,32971.9
-1.0,18.0,33020.5
-1.0,19.0,33063.2
-1.0,20.0,33102.5
-1.0,21.0,33135.6
-1.0,22.0,33164.9
-1.0,23.0,33191.6
-1.0,24.0,33212.8
-1.0,25.0,33232.8
-1.0,26.0,33250.0
-1.0,27.0,33265.0
-1.0,28.0,33275.0
-1.0,29.0,33273.1
-1.0,30.0,33291.9
-1.0,31.0,33317.4
-1.0,32.0,33355.3
-1.0,33.0,33378.9
-1.0,34.0,33406.4
-1.0,35.0,33413.4
-1.0,36.0,33443.9
-1.0,37.0,33498.2
-1.0,38.0,33555.1
-1.0,39.0,33628.0
-1.0,40.0,33696.8
-1.0,41.0,33770.1
-1.0,42.0,33853.0
-1.0,43.0,33943.1
-1.0,44.0,34041.9
-1.0,45.0,34149.8
-1.0,46.0,34266.6
-1.0,47.0,34392.4
-1.0,48.0,34527.1
-1.0,49.0,34670.5
-1.0,50.0,34822.3
-1.0,51.0,34982.3
-1.0,52.0,35150.0
-1.0,53.0,35325.3
-1.0,54.0,35507.5
-1.0,55.0,35696.3
-1.0,56.0,35891.2
-1.0,57.0,36091.7
-1.0,58.0,36297.2
-1.0,59.0,36507.3
-1.0,60.0,36721.4
-1.0,61.0,36939.0
-1.0,62.0,37159.5
-1.0,63.0,37382.5
-1.0,64.0,37607.3
-1.0,65.0,37833.6
-1.0,66.0,38060.8
-1.0,67.0,38288.3
-1.0,68.0,38515.8
-1.0,69.0,38742.6
-1.0,70.0,38968.4
-1.0,71.0,39192.6
-1.0,72.0,39414.7
-1.0,73.0,39634.4
-1.0,74.0,39851.0
-1.0,75.0,40064.2
-1.0,76.0,40273.4
-1.0,77.0,40478.1
-1.0,78.0,40677.8
-1.0,79.0,40872.1
-1.0,80.0,41060.4
-1.0,81.0,41242.1
-1.0,82.0,41416.9
-1.0,83.0,41584.1
-1.0,84.0,41743.3
-1.0,85.0,41894.0
-1.0,86.0,42035.8
-1.0,87.0,42168.2
-1.0,88.0,42290.7
-1.0,89.0,42403.1
-1.0,90.0,42505.1
-1.0,91.0,42596.3
-1.0,92.0,42676.6
-1.0,93.0,42745.8
-1.0,94.0,42803.9
-1.0,95.0,42850.8
-1.0,96.0,42886.8
-1.0,97.0,42911.9
-1.0,98.0,42926.3
-1.0,99.0,42930.5
-1.0,100.0,42924.7
-1.0,101.0,42882.0
-1.0,102.0,42882.8
-1.0,103.0,42852.6
-1.0,104.0,42812.5
-1.0,105.0,42765.0
-1.0,106.0,42711.1
-1.0,107.0,42651.3
-1.0,108.0,42586.3
-1.0,109.0,42516.9
-1.0,110.0,42443.4
-1.0,111.0,42363.5
-1.0,112.0,42283.8
-1.0,113.0,42203.9
-1.0,114.0,42119.8
-1.0,115.0,42036.1
-1.0,116.0,41947.8
-1.0,117.0,41863.6
-1.0,118.0,41776.2
-1.0,119.0,41687.7
-1.0,120.0,41585.0
-1.0,121.0,41509.0
-1.0,122.0,41410.3
-1.0,123.0,41327.6
-1.0,124.0,41235.7
-1.0,125.0,41142.7
-1.0,126.0,41048.4
-1.0,127.0,40952.7
-1.0,128.0,40855.5
-1.0,129.0,40756.5
-1.0,130.0,40655.6
-1.0,131.0,40552.0
-1.0,132.0,40444.0
-1.0,133.0,40321.0
-1.0,134.0,40226.1
-1.0,135.0,40118.6
-1.0,136.0,40001.9
-1.0,137.0,39888.0
-1.0,138.0,39769.5
-1.0,139.0,39649.0
-1.0,140.0,39526.6
-1.0,141.0,39402.4
-1.0,142.0,39276.7
-1.0,143.0,39149.6
-1.0,144.0,39021.4
-1.0,145.0,38892.1
-1.0,146.0,38761.9
-1.0,147.0,38631.1
-1.0,148.0,38499.8
-1.0,149.0,38368.1
-1.0,150.0,38236.2
-1.0,151.0,38104.3
-1.0,152.0,37972.3
-1.0,153.0,37840.5
-1.0,154.0,37709.0
-1.0,155.0,37577.8
-1.0,156.0,37447.0
-1.0,157.0,37316.7
-1.0,158.0,37187.1
-1.0,159.0,37058.1
-1.0,160.0,36929.8
-1.0,161.0,36802.5
-1.0,162.0,36676.1
-1.0,163.0,36550.7
-1.0,164.0,36426.5
-1.0,165.0,36303.5
-1.0,166.0,36181.9
-1.0,167.0,36061.7
-1.0,168.0,35943.0
-1.0,169.0,35826.0
-1.0,170.0,35710.6
-1.0,171.0,35597.1
-1.0,172.0,35485.3
-1.0,173.0,35375.5
-1.0,174.0,35267.5
-1.0,175.0,35161.4
-1.0,176.0,35057.2
-1.0,177.0,34954.9
-1.0,178.0,34854.4
-1.0,179.0,34755.7
-1.0,180.0,34658.8
-2.0,-180.0,34964.2
-2.0,-179.0,34861.7
-2.0,-178.0,34760.7
-2.0,-177.0,34661.1
-2.0,-176.0,34563.0
-2.0,-175.0,34466.1
-2.0,-174.0,34370.4
-2.0,-173.0,34275.9
-2.0,-172.0,34182.3
-2.0,-171.0,34089.8
-2.0,-170.0,33998.1
-2.0,-169.0,33907.2
-2.0,-168.0,33817.2
-2.0,-167.0,33728.0
-2.0,-166.0,33639.5
-2.0,-165.0,33551.7
-2.0,-164.0,33464.7
-2.0,-163.0,33378.5
-2.0,-162.0,33293.1
-2.0,-161.0,33208.5
-2.0,-160.0,33124.8
-2.0,-159.0,33042.0
-2.0,-158.0,32960.1
-2.0,-157.0,32879.4
-2.0,-156.0,32799.7
-2.0,-155.0,32721.1
-2.0,-154.0,32643.8
-2.0,-153.0,32567.7
-2.0,-152.0,32492.9
-2.0,-151.0,32419.5
-2.0,-150.0,32347.4
-2.0,-149.0,32276.8
-2.0,-148.0,32207.7
-2.0,-147.0,32140.0
-2.0,-146.0,32073.8
-2.0,-145.0,32009.1
-2.0,-144.0,31946.0
-2.0,-143.0,31884.4
-2.0,-142.0,31824.3
-2.0,-141.0,31765.8
-2.0,-140.0,31708.8
-2.0,-139.0,31653.5
-2.0,-138.0,31599.7
-2.0,-137.0,31547.5
-2.0,-136.0,31496.9
-2.0,-135.0,31448.0
-2.0,-134.0,31400.7
-2.0,-133.0,31355.1
-2.0,-132.0,31311.2
-2.0,-131.0,31269.0
-2.0,-130.0,31228.7
-2.0,-129.0,31190.1
-2.0,-128.0,31153.4
-2.0,-127.0,31118.5
-2.0,-126.0,31085.5
-2.0,-125.0,31054.4
-2.0,-124.0,31025.2
-2.0,-123.0,30998.0
-2.0,-122.0,30972.6
-2.0,-121.0,30949.1
-2.0,-120.0,30927.4
-2.0,-119.0,30907.5
-2.0,-118.0,30889.2
-2.0,-117.0,30872.6
-2.0,-116.0,30857.5
-2.0,-115.0,30843.8
-2.0,-114.0,30831.3
-2.0,-113.0,30820.0
-2.0,-112.0,30809.5
-2.0,-111.0,30799.7
-2.0,-110.0,30790.5
-2.0,-109.0,30781.5
-2.0,-108.0,30772.7
-2.0,-107.0,30763.7
-2.0,-106.0,30754.2
-2.0,-105.0,30744.1
-2.0,-104.0,30733.1
-2.0,-103.0,30721.0
-2.0,-102.0,30707.4
-2.0,-101.0,30692.1
-2.0,-100.0,30675.0
-2.0,-99.0,30655.7
-2.0,-98.0,30634.0
