Longitude,Latitude,Height,Gravity(mgal)
64.0,45.0,98.0,980562.0395528924
65.0,45.0,118.0,980555.286681008
66.0,45.0,126.0,980555.1393257892
67.0,45.0,130.0,980557.4741369677
68.0,45.0,135.0,980558.8426168355
69.0,45.0,214.0,980535.5449933623
70.0,45.0,211.0,980535.5149265857
71.0,45.0,299.0,980505.7264419036
72.0,45.0,304.0,980500.1749341459
73.0,45.0,471.0,980443.3576150428
74.0,45.0,345.0,980475.7321109283
75.0,45.0,359.0,980464.5400535066
76.0,45.0,381.0,980452.1643149232
77.0,45.0,398.0,980444.775941624
78.0,45.0,467.0,980426.4370675376
79.0,45.0,1875.0,980000.5903204049
80.0,45.0,3226.0,979594.9361557886
81.0,45.0,1374.0,980174.5240934242
82.0,45.0,674.0,980393.8176907056
83.0,45.0,217.0,980529.8909103416
84.0,45.0,254.0,980505.7159895208
85.0,45.0,296.0,980476.0516481808
86.0,45.0,339.0,980448.0391532547
87.0,45.0,443.0,980408.7261309288
88.0,45.0,621.0,980356.9217620074
89.0,45.0,632.0,980365.7740856926
90.0,45.0,1010.0,980266.2770140832
91.0,45.0,1292.0,980195.3419561709
92.0,45.0,1479.0,980148.1356192852
93.0,45.0,1775.0,980060.0925328797
94.0,45.0,1755.0,980063.7713220424
95.0,45.0,2454.0,979843.3960743044
96.0,45.0,1267.0,980205.454322153
97.0,45.0,1541.0,980119.9922844211
98.0,45.0,2490.0,979829.3358337149
99.0,45.0,1963.0,979995.0149902764
100.0,45.0,2015.0,979981.8108629636
101.0,45.0,1321.0,980197.0215665443
102.0,45.0,1338.0,980190.9705867984
103.0,45.0,1279.0,980206.7190178302
104.0,45.0,1191.0,980230.4846258861
105.0,45.0,1350.0,980178.0112763593
106.0,45.0,1192.0,980224.1024815603
107.0,45.0,1135.0,980240.6826521764
108.0,45.0,1080.0,980258.714894037
109.0,45.0,1007.0,980284.1113358749
110.0,45.0,946.0,980306.6491773594
111.0,45.0,1017.0,980288.107759478
112.0,45.0,1082.0,980270.4044793057
113.0,45.0,1181.0,980241.7442715836
114.0,45.0,1469.0,980155.8832718217
115.0,45.0,1357.0,980195.9259231498
116.0,45.0,880.0,980351.3085305626
117.0,45.0,1061.0,980304.6534661016
118.0,45.0,973.0,980338.5812739657
119.0,45.0,1011.0,980328.2611459986
120.0,45.0,980.0,980333.1464607373
121.0,45.0,440.0,980491.3131271392
122.0,45.0,187.0,980561.6385935368
123.0,45.0,147.0,980571.2841293139
124.0,45.0,151.0,980574.1262429944
125.0,45.0,165.0,980578.8903698568
126.0,45.0,197.0,980578.925684822
127.0,45.0,168.0,980594.4346638845
128.0,45.0,229.0,980576.9131903901
129.0,45.0,956.0,980349.8132752909
130.0,45.0,422.0,980510.8751249053
131.0,45.0,398.0,980516.5898357055
132.0,45.0,80.0,980616.0299667986
133.0,45.0,67.0,980623.0689371789
134.0,45.0,220.0,980578.1103900616
135.0,45.0,509.0,980488.5996544488
136.0,45.0,558.0,980470.6265697529
137.0,45.0,0.0,980639.2390802541
138.0,45.0,0.0,980637.5146837856
139.0,45.0,0.0,980639.5924095872
140.0,45.0,0.0,980645.9709480691
141.0,45.0,0.0,980655.6883539528
142.0,45.0,154.0,980619.2590520162
143.0,45.0,0.0,980676.9852815346
144.0,45.0,0.0,980683.6520101853
145.0,45.0,0.0,980684.3525733482
146.0,45.0,0.0,980677.181392804
147.0,45.0,0.0,980661.6276221497
148.0,45.0,0.0,980639.3752879938
149.0,45.0,0.0,980614.443146912
150.0,45.0,0.0,980592.2547991537
151.0,45.0,0.0,980577.8380825225
152.0,45.0,0.0,980573.9507823123
153.0,45.0,0.0,980580.0862432611
154.0,45.0,0.0,980592.8816845581
155.0,45.0,0.0,980607.6880905345
156.0,45.0,0.0,980620.445896039
157.0,45.0,0.0,980628.9241384013
158.0,45.0,0.0,980632.8462488432
159.0,45.0,0.0,980633.113729552
160.0,45.0,0.0,980630.8047811922
161.0,45.0,0.0,980626.6059235
162.0,45.0,0.0,980620.904996048
163.0,45.0,0.0,980614.265054184
164.0,45.0,0.0,980607.7574402243
165.0,45.0,0.0,980602.79165872
166.0,45.0,0.0,980600.4924509731
167.0,45.0,0.0,980601.0372501155
168.0,45.0,0.0,980603.4334109772
169.0,45.0,0.0,980605.949798556
170.0,45.0,0.0,980607.0040521392
171.0,45.0,0.0,980606.0123386692
172.0,45.0,0.0,980603.7126114113
173.0,45.0,0.0,980601.7661113424
174.0,45.0,0.0,980601.8468023936
175.0,45.0,0.0,980604.7117437872
176.0,45.0,0.0,980609.7529137715
177.0,45.0,0.0,980615.265986102
178.0,45.0,0.0,980619.2842752008
179.0,45.0,0.0,980620.5277040604
180.0,45.0,0.0,980618.9661869821
-180.0,44.0,0.0,980516.4265809488
-179.0,44.0,0.0,980511.6875028872
-178.0,44.0,0.0,980508.4219568385
-177.0,44.0,0.0,980508.0285418342
-176.0,44.0,0.0,980510.3700002017
-175.0,44.0,0.0,980513.9819435487
-174.0,44.0,0.0,980517.0092167521
-173.0,44.0,0.0,980518.321692387
-172.0,44.0,0.0,980518.1477165939
-171.0,44.0,0.0,980517.8498121516
-170.0,44.0,0.0,980518.9933723625
-169.0,44.0,0.0,980522.2996355148
-168.0,44.0,0.0,980527.1430605891
-167.0,44.0,0.0,980531.898577345
-166.0,44.0,0.0,980534.8956699535
-165.0,44.0,0.0,980535.3574804992
-164.0,44.0,0.0,980533.7434540807
-163.0,44.0,0.0,980531.3343889869
-162.0,44.0,0.0,980529.3997026333
-161.0,44.0,0.0,980528.5224438153
-160.0,44.0,0.0,980528.4821501165
-159.0,44.0,0.0,980528.662215744
-158.0,44.0,0.0,980528.5879360554
-157.0,44.0,0.0,980528.1720023016
-156.0,44.0,0.0,980527.5411720915
-155.0,44.0,0.0,980526.6869066888
-154.0,44.0,0.0,980525.3239403169
-153.0,44.0,0.0,980523.143516433
-152.0,44.0,0.0,980520.2766237778
-151.0,44.0,0.0,980517.5458046624
-150.0,44.0,0.0,980516.191007536
-149.0,44.0,0.0,980517.1457358274
-148.0,44.0,0.0,980520.3235188233
-147.0,44.0,0.0,980524.4469427251
-146.0,44.0,0.0,980527.6276915065
-145.0,44.0,0.0,980528.3955215758
-144.0,44.0,0.0,980526.5357005978
-143.0,44.0,0.0,980523.1795375958
-142.0,44.0,0.0,980520.0623302509
-141.0,44.0,0.0,980518.4101526067
-140.0,44.0,0.0,980518.1743838496
-139.0,44.0,0.0,980518.12244563
-138.0,44.0,0.0,980516.7448712572
-137.0,44.0,0.0,980513.4042616717
-136.0,44.0,0.0,980508.9743853196
-135.0,44.0,0.0,980505.5144775544
-134.0,44.0,0.0,980505.1158881919
-133.0,44.0,0.0,980508.5858016924
-132.0,44.0,0.0,980514.7738321677
-131.0,44.0,0.0,980521.0076867145
-130.0,44.0,0.0,980524.4710975011
-129.0,44.0,0.0,980523.7914310201
-128.0,44.0,0.0,980519.9349562909
-127.0,44.0,0.0,980515.8471033459
-126.0,44.0,0.0,980514.9528548338
-125.0,44.0,0.0,980519.2823113683
-124.0,44.0,30.0,980518.9835371852
-123.0,44.0,145.0,980494.0009030717
-122.0,44.0,1438.0,980102.936519624
-121.0,44.0,1071.0,980218.5706552193
-120.0,44.0,1395.0,980115.1447726513
-119.0,44.0,1485.0,980080.6383778688
-118.0,44.0,1520.0,980063.966157558
-117.0,44.0,663.0,980326.8868781175
-116.0,44.0,1730.0,980002.6639096467
-115.0,44.0,2711.0,979709.7210833982
-114.0,44.0,2048.0,979924.9522665768
-113.0,44.0,2612.0,979759.7235906397
-112.0,44.0,1576.0,980083.6437748452
-111.0,44.0,2037.0,979941.2642181362
-110.0,44.0,2624.0,979757.1118999184
-109.0,44.0,2099.0,979914.983361401
-108.0,44.0,1267.0,980168.1025538184
-107.0,44.0,2433.0,979805.8769399085
-106.0,44.0,1396.0,980123.23824263
-105.0,44.0,1432.0,980109.0073166089
-104.0,44.0,2053.0,979913.1270356365
-103.0,44.0,892.0,980265.6409663827
-102.0,44.0,769.0,980297.5404970397
-101.0,44.0,654.0,980327.4037965516
-100.0,44.0,566.0,980350.2793402456
-99.0,44.0,504.0,980367.181856249
-98.0,44.0,392.0,980401.9017297697
-97.0,44.0,516.0,980366.0260778416
-96.0,44.0,524.0,980367.2048576385
-95.0,44.0,397.0,980409.7331298707
-94.0,44.0,304.0,980439.6652497358
-93.0,44.0,386.0,980412.2027454291
-92.0,44.0,338.0,980421.4626866048
-91.0,44.0,317.0,980420.5516248131
-90.0,44.0,273.0,980427.4974211468
-89.0,44.0,233.0,980436.4834702876
-88.0,44.0,252.0,980431.7273724842
-87.0,44.0,65.0,980494.150523516
-86.0,44.0,289.0,980430.9186589435
-85.0,44.0,333.0,980421.3699731468
-84.0,44.0,206.0,980460.7329534144
-83.0,44.0,194.0,980460.6420268104
-82.0,44.0,111.0,980480.265008584
-81.0,44.0,359.0,980398.3250104098
-80.0,44.0,312.0,980410.2780760657
-79.0,44.0,250.0,980430.7362777096
-78.0,44.0,130.0,980472.3241156316
-77.0,44.0,77.0,980494.7158812466
-76.0,44.0,101.0,980492.8222251128
-75.0,44.0,597.0,980343.3700009407
-74.0,44.0,623.0,980336.6506158588
-73.0,44.0,491.0,980376.92385746
-72.0,44.0,359.0,980416.4721832558
-71.0,44.0,146.0,980481.3269584252
-70.0,44.0,91.0,980498.4251117987
-69.0,44.0,0.0,980527.7323229513
-68.0,44.0,0.0,980529.6477983006
-67.0,44.0,0.0,980531.5150824297
-66.0,44.0,63.0,980513.1627927171
-65.0,44.0,97.0,980502.561647863
-64.0,44.0,0.0,980531.2284423976
-63.0,44.0,0.0,980529.1963542136
-62.0,44.0,0.0,980526.8880418893
-61.0,44.0,0.0,980524.5819574969
-60.0,44.0,0.0,980522.2575202289
-59.0,44.0,0.0,980519.8028032008
-58.0,44.0,0.0,980517.4028030788
-57.0,44.0,0.0,980515.8189851245
-56.0,44.0,0.0,980516.285107889
-55.0,44.0,0.0,980519.966928708
-54.0,44.0,0.0,980527.236925896
-53.0,44.0,0.0,980537.1946626536
-52.0,44.0,0.0,980547.7768862082
-51.0,44.0,0.0,980556.4787163208
-50.0,44.0,0.0,980561.3435562244
-49.0,44.0,0.0,980561.7098479795
-48.0,44.0,0.0,980558.3421629722
-47.0,44.0,0.0,980552.9345708976
-46.0,44.0,0.0,980547.3224013743
-45.0,44.0,0.0,980542.8537004592
-44.0,44.0,0.0,980540.1958009116
-43.0,44.0,0.0,980539.526358439
-42.0,44.0,0.0,980540.818301408
-41.0,44.0,0.0,980543.9362350218
-40.0,44.0,0.0,980548.4910469336
-39.0,44.0,0.0,980553.6583164108
-38.0,44.0,0.0,980558.2434986371
-37.0,44.0,0.0,980561.1019140144
-36.0,44.0,0.0,980561.7209378103
-35.0,44.0,0.0,980560.5793432542
-34.0,44.0,0.0,980558.9813711056
-33.0,44.0,0.0,980558.389267969
-32.0,44.0,0.0,980559.6285446163
-31.0,44.0,0.0,980562.4592508125
-30.0,44.0,0.0,980565.7889884632
-29.0,44.0,0.0,980568.382220168
-28.0,44.0,0.0,980569.5844819976
-27.0,44.0,0.0,980569.5725640052
-26.0,44.0,0.0,980568.9810955304
-25.0,44.0,0.0,980568.2110703049
-24.0,44.0,0.0,980566.9703687859
-23.0,44.0,0.0,980564.4405824353
-22.0,44.0,0.0,980560.0009869331
-21.0,44.0,0.0,980553.9933047526
-20.0,44.0,0.0,980547.9132238352
-19.0,44.0,0.0,980543.7673133753
-18.0,44.0,0.0,980542.9174818611
-17.0,44.0,0.0,980545.1468355136
-16.0,44.0,0.0,980548.6114435715
-15.0,44.0,0.0,980550.8026849299
-14.0,44.0,0.0,980549.9770679475
-13.0,44.0,0.0,980546.1665123688
-12.0,44.0,0.0,980541.1133241592
-11.0,44.0,0.0,980537.1494949402
-10.0,44.0,0.0,980535.7228836652
-9.0,44.0,0.0,980536.5091295219
-8.0,44.0,0.0,980537.6735115394
-7.0,44.0,0.0,980537.1036083251
-6.0,44.0,0.0,980533.8112604525
-5.0,44.0,0.0,980528.6089423059
-4.0,44.0,0.0,980523.6538717715
-3.0,44.0,0.0,980521.189657239
-2.0,44.0,0.0,980522.3097335505
-1.0,44.0,91.0,980498.4326354184
0.0,44.0,153.0,980484.9874771715
1.0,44.0,140.0,980494.5526859912
2.0,44.0,265.0,980460.5921034445
3.0,44.0,541.0,980379.1296021646
4.0,44.0,174.0,980495.3924382414
5.0,44.0,41.0,980538.4608790978
6.0,44.0,732.0,980325.1505844072
7.0,44.0,724.0,980324.2548721213
8.0,44.0,688.0,980328.4354620883
9.0,44.0,0.0,980531.5174817335
10.0,44.0,0.0,980522.953020303
11.0,44.0,939.0,980228.5339575064
12.0,44.0,537.0,980352.7377414928
13.0,44.0,0.0,980523.2676666771
14.0,44.0,0.0,980530.4605600872
15.0,44.0,0.0,980536.9930729722
16.0,44.0,240.0,980467.1986087699
17.0,44.0,1503.0,980080.1082539904
18.0,44.0,649.0,980346.1719509709
19.0,44.0,1087.0,980216.0145957705
20.0,44.0,643.0,980360.5667840382
21.0,44.0,350.0,980459.4283987859
22.0,44.0,299.0,980481.3011044724
23.0,44.0,56.0,980557.4343153464
24.0,44.0,105.0,980537.7131130461
25.0,44.0,89.0,980534.1481897363
26.0,44.0,54.0,980535.7049308873
27.0,44.0,125.0,980506.5621772589
28.0,44.0,105.0,980508.4074758553
29.0,44.0,0.0,980538.2136161143
30.0,44.0,0.0,980535.1537245096
31.0,44.0,0.0,980529.9123352179
32.0,44.0,0.0,980522.2453504013
33.0,44.0,0.0,980513.3094394007
34.0,44.0,0.0,980504.7980433389
35.0,44.0,0.0,980498.0655098838
36.0,44.0,0.0,980493.9009352262
37.0,44.0,0.0,980492.965928976
38.0,44.0,0.0,980496.2625877758
39.0,44.0,0.0,980504.8928319853
40.0,44.0,1538.0,980044.8043548758
41.0,44.0,1007.0,980225.5798138496
42.0,44.0,898.0,980274.7234973763
43.0,44.0,654.0,980357.9693597842
44.0,44.0,240.0,980481.6760493342
45.0,44.0,113.0,980504.6012431085
46.0,44.0,22.0,980509.44712339
47.0,44.0,0.0,980494.8189442249
48.0,44.0,0.0,980483.6199095406
49.0,44.0,0.0,980486.6065779228
50.0,44.0,0.0,980501.3752405946
51.0,44.0,40.0,980508.0548277296
52.0,44.0,114.0,980499.6650368157
53.0,44.0,114.0,980503.7741284259
54.0,44.0,242.0,980457.7745863248
55.0,44.0,170.0,980467.6200502348
56.0,44.0,152.0,980461.5798784926
57.0,44.0,127.0,980463.4795589632
58.0,44.0,146.0,980458.6738672612
59.0,44.0,38.0,980497.2244126135
60.0,44.0,39.0,980502.0169469249
61.0,44.0,57.0,980498.0591825932
62.0,44.0,66.0,980492.5723088195
63.0,44.0,84.0,980481.6684558408
64.0,44.0,98.0,980472.1065744003
65.0,44.0,131.0,980458.9774982339
66.0,44.0,144.0,980454.9781390044
67.0,44.0,158.0,980452.8592879825
68.0,44.0,840.0,980245.4548007565
69.0,44.0,354.0,980397.8242315728
70.0,44.0,314.0,980411.578358071
71.0,44.0,360.0,980397.7825582012
72.0,44.0,395.0,980386.7210842634
73.0,44.0,402.0,980384.0458128536
74.0,44.0,510.0,980350.3387026505
75.0,44.0,922.0,980223.3983589966
76.0,44.0,660.0,980305.2297710965
77.0,44.0,609.0,980323.329137942
78.0,44.0,1512.0,980048.7548592237
79.0,44.0,877.0,980249.4671215161
80.0,44.0,530.0,980361.52109206
81.0,44.0,659.0,980325.2344345278
82.0,44.0,1146.0,980175.2202405626
83.0,44.0,2696.0,979692.9061131121
84.0,44.0,2895.0,979622.8046970036
85.0,44.0,1947.0,979903.1274749571
86.0,44.0,1011.0,980179.1058135116
87.0,44.0,650.0,980280.1010241966
88.0,44.0,1008.0,980164.0616536426
89.0,44.0,797.0,980228.6844437676
90.0,44.0,854.0,980214.8123487065
91.0,44.0,1149.0,980129.3652375165
92.0,44.0,1729.0,979955.5054101278
93.0,44.0,1578.0,980004.9995112341
94.0,44.0,787.0,980249.6909768472
95.0,44.0,560.0,980319.110194636
96.0,44.0,998.0,980183.1088998026
97.0,44.0,1171.0,980129.2431547832
98.0,44.0,1593.0,979999.4940623075
99.0,44.0,1378.0,980067.2706164089
100.0,44.0,1238.0,980113.4314578042
101.0,44.0,1154.0,980143.907785675
102.0,44.0,1060.0,980178.4915394832
103.0,44.0,1429.0,980069.9210726484
104.0,44.0,1339.0,980100.8410864349
105.0,44.0,1538.0,980039.3484189736
106.0,44.0,1345.0,980095.6807000712
107.0,44.0,1397.0,980075.045308972
108.0,44.0,988.0,980197.4997561121
109.0,44.0,801.0,980254.1616151743
110.0,44.0,921.0,980219.0210209856
111.0,44.0,1153.0,980151.0175065846
112.0,44.0,1083.0,980176.3674258253
113.0,44.0,947.0,980221.9193036442
114.0,44.0,1094.0,980181.0496687884
115.0,44.0,1117.0,980180.6661981577
116.0,44.0,1005.0,980224.3967366883
117.0,44.0,1302.0,980142.447350008
118.0,44.0,1010.0,980239.0859097762
119.0,44.0,835.0,980293.3540140872
120.0,44.0,466.0,980400.7927972919
121.0,44.0,251.0,980457.2410737091
122.0,44.0,182.0,980470.7310469203
123.0,44.0,147.0,980480.6007518608
124.0,44.0,186.0,980475.6888490284
125.0,44.0,188.0,980487.0662118723
126.0,44.0,253.0,980478.2485071097
127.0,44.0,294.0,980471.3260831864
128.0,44.0,666.0,980355.5325531965
129.0,44.0,392.0,980435.1127684995
130.0,44.0,659.0,980348.1522942412
131.0,44.0,311.0,980454.4331511672
132.0,44.0,59.0,980534.4588987672
133.0,44.0,399.0,980432.1982551091
134.0,44.0,474.0,980408.7875824008
135.0,44.0,527.0,980388.0915249331
136.0,44.0,0.0,980544.290893276
137.0,44.0,0.0,980539.8328108828
138.0,44.0,0.0,980540.8946663752
139.0,44.0,0.0,980548.4212119117
140.0,44.0,0.0,980560.3161197299
141.0,44.0,0.0,980572.7288048464
142.0,44.0,467.0,980437.7515702227
143.0,44.0,600.0,980400.5872829136
144.0,44.0,192.0,980524.5754237479
145.0,44.0,810.0,980325.7515379807
146.0,44.0,0.0,980562.3297979053
147.0,44.0,0.0,980543.6114329409
148.0,44.0,0.0,980521.5910381651
149.0,44.0,0.0,980499.8535206142
150.0,44.0,0.0,980483.241752305
151.0,44.0,0.0,980476.1348950455
152.0,44.0,0.0,980480.3945280595
153.0,44.0,0.0,980494.2215403352
154.0,44.0,0.0,980512.7098423699
155.0,44.0,0.0,980529.8816172084
156.0,44.0,0.0,980541.11714927
157.0,44.0,0.0,980544.7140187005
158.0,44.0,0.0,980541.9001012594
159.0,44.0,0.0,980535.553167036
160.0,44.0,0.0,980528.5411364806
161.0,44.0,0.0,980522.6213647013
162.0,44.0,0.0,980518.3040790838
163.0,44.0,0.0,980515.4166969061
164.0,44.0,0.0,980513.7477245894
165.0,44.0,0.0,980513.2753466938
166.0,44.0,0.0,980513.9245093869
167.0,44.0,0.0,980515.19439064
168.0,44.0,0.0,980516.0829387145
169.0,44.0,0.0,980515.4839590124
170.0,44.0,0.0,980512.853293768
171.0,44.0,0.0,980508.7065322819
172.0,44.0,0.0,980504.5743514723
173.0,44.0,0.0,980502.3541526657
174.0,44.0,0.0,980503.3600373152
175.0,44.0,0.0,980507.5718065217
176.0,44.0,0.0,980513.5063925444
177.0,44.0,0.0,980518.8243738051
178.0,44.0,0.0,980521.4024742505
179.0,44.0,0.0,980520.3467376368
180.0,44.0,0.0,980516.4265809488
-180.0,43.0,0.0,980420.3119997805
-179.0,43.0,0.0,980417.252725836
-178.0,43.0,0.0,980416.5356393978
-177.0,43.0,0.0,980419.1959384119
-176.0,43.0,0.0,980424.6744619923
-175.0,43.0,0.0,980431.0414532524
-174.0,43.0,0.0,980435.9862643954
-173.0,43.0,0.0,980438.0549681792
-172.0,43.0,0.0,980437.4192960381
-171.0,43.0,0.0,980435.6964135153
-170.0,43.0,0.0,980434.9047810144
-169.0,43.0,0.0,980436.1910419516
-168.0,43.0,0.0,980439.126232372
-167.0,43.0,0.0,980442.0137634523
-166.0,43.0,0.0,980442.99654988
-165.0,43.0,0.0,980441.2345334903
-164.0,43.0,0.0,980437.3990878168
-163.0,43.0,0.0,980433.2093383792
-162.0,43.0,0.0,980430.3765558136
-161.0,43.0,0.0,980429.6785260324
-160.0,43.0,0.0,980430.7253820319
-159.0,43.0,0.0,980432.450157406
-158.0,43.0,0.0,980433.8666960653
-157.0,43.0,0.0,980434.5351931201
-156.0,43.0,0.0,980434.4971954926
-155.0,43.0,0.0,980433.8982226512
-154.0,43.0,0.0,980432.73452522
-153.0,43.0,0.0,980430.9815863965
-152.0,43.0,0.0,980428.9587266588
-151.0,43.0,0.0,980427.5124982664
-150.0,43.0,0.0,980427.706354324
-149.0,43.0,0.0,980430.116991473
-148.0,43.0,0.0,980434.2272584134
-147.0,43.0,0.0,980438.4389078441
-146.0,43.0,0.0,980440.8395971133
-145.0,43.0,0.0,980440.3114140466
-144.0,43.0,0.0,980437.2658328383
-143.0,43.0,0.0,980433.4743753966
-142.0,43.0,0.0,980431.0336751869
-141.0,43.0,0.0,980431.0801067493
-140.0,43.0,0.0,980433.0615434484
-139.0,43.0,0.0,980435.0462331971
-138.0,43.0,0.0,980434.9085953475
-137.0,43.0,0.0,980431.6853173363
-136.0,43.0,0.0,980426.2804877824
-135.0,43.0,0.0,980421.0780752818
-134.0,43.0,0.0,980418.6589198019
-133.0,43.0,0.0,980420.3418086136
