Longitude,Latitude,Height,Gravity(mgal)
0.0,0.0,0.0,978039.0973517033
1.0,0.0,0.0,978040.3803984509
2.0,0.0,0.0,978039.5327493509
3.0,0.0,0.0,978038.6618667695
4.0,0.0,0.0,978039.8107122591
5.0,0.0,0.0,978042.4930906403
6.0,0.0,0.0,978043.9027798157
7.0,0.0,0.0,978041.8676287457
8.0,0.0,0.0,978037.5804733972
9.0,0.0,0.0,978035.077700429
10.0,0.0,30.0,978028.3013260128
11.0,0.0,221.0,977975.6720168579
12.0,0.0,295.0,977957.7218682269
13.0,0.0,535.0,977881.545525891
14.0,0.0,571.0,977860.0983189524
15.0,0.0,401.0,977897.7560832526
16.0,0.0,332.0,977905.6222113341
17.0,0.0,312.0,977903.5119365588
18.0,0.0,322.0,977897.0673480398
19.0,0.0,331.0,977893.2996058696
20.0,0.0,345.0,977888.2876121731
21.0,0.0,360.0,977882.8173518856
22.0,0.0,420.0,977863.581556472
23.0,0.0,499.0,977838.7907732088
24.0,0.0,423.0,977863.0402121774
25.0,0.0,469.0,977853.5407053976
26.0,0.0,508.0,977853.223326332
27.0,0.0,749.0,977797.1598972968
28.0,0.0,773.0,977808.0658400573
29.0,0.0,1240.0,977672.1794753838
30.0,0.0,951.0,977754.2247561389
31.0,0.0,1296.0,977629.9201207428
32.0,0.0,1170.0,977653.6473888898
33.0,0.0,396.0,977891.680166656
34.0,0.0,1136.0,977677.809887745
35.0,0.0,1718.0,977516.8567577152
36.0,0.0,1548.0,977578.8730206642
37.0,0.0,1848.0,977481.2157559812
38.0,0.0,737.0,977809.8327549734
39.0,0.0,241.0,977949.3128427488
40.0,0.0,171.0,977964.1639990472
41.0,0.0,87.0,977988.9678178178
42.0,0.0,23.0,978008.0430492336
43.0,0.0,0.0,978011.1236320568
44.0,0.0,0.0,978003.6331450464
45.0,0.0,0.0,977994.8596018989
46.0,0.0,0.0,977987.422453964
47.0,0.0,0.0,977983.8366186344
48.0,0.0,0.0,977986.2704616445
49.0,0.0,0.0,977995.1385165968
50.0,0.0,0.0,978007.5539427869
51.0,0.0,0.0,978018.1705324647
52.0,0.0,0.0,978022.798165513
53.0,0.0,0.0,978021.6829933672
54.0,0.0,0.0,978019.0065825977
55.0,0.0,0.0,978018.881797912
56.0,0.0,0.0,978021.8037040451
57.0,0.0,0.0,978024.8990634016
58.0,0.0,0.0,978025.1644924189
59.0,0.0,0.0,978022.0222685089
60.0,0.0,0.0,978016.9991893811
61.0,0.0,0.0,978011.8943863309
62.0,0.0,0.0,978007.9782396101
63.0,0.0,0.0,978006.5132484728
64.0,0.0,0.0,978008.662356436
65.0,0.0,0.0,978013.870473402
66.0,0.0,0.0,978018.6988119896
67.0,0.0,0.0,978018.6191564255
68.0,0.0,0.0,978012.0254884727
69.0,0.0,0.0,978002.4108132368
70.0,0.0,0.0,977995.7647355845
71.0,0.0,0.0,977995.2035869512
72.0,0.0,0.0,977998.1649973539
73.0,0.0,0.0,977999.1051582027
74.0,0.0,0.0,977994.9073763576
75.0,0.0,0.0,977987.4796172179
76.0,0.0,0.0,977981.2719728004
77.0,0.0,0.0,977978.8780059104
78.0,0.0,0.0,977979.4107458628
79.0,0.0,0.0,977980.6429468984
80.0,0.0,0.0,977981.6720233564
81.0,0.0,0.0,977982.9949345324
82.0,0.0,0.0,977984.6708854464
83.0,0.0,0.0,977985.6689285287
84.0,0.0,0.0,977985.5680718246
85.0,0.0,0.0,977986.2057289656
86.0,0.0,0.0,977990.4837691971
87.0,0.0,0.0,977999.0898006221
88.0,0.0,0.0,978008.9699730136
89.0,0.0,0.0,978015.8729978792
90.0,0.0,0.0,978018.5985112571
91.0,0.0,0.0,978020.2472853357
92.0,0.0,0.0,978024.8231676416
93.0,0.0,0.0,978032.7279131382
94.0,0.0,0.0,978040.1003774225
95.0,0.0,0.0,978042.844521692
96.0,0.0,0.0,978041.086550562
97.0,0.0,0.0,978039.3402885747
98.0,0.0,0.0,978042.248907945
99.0,0.0,0.0,978050.2976449998
100.0,0.0,370.0,977945.3273565233
101.0,0.0,79.0,978041.03593103
102.0,0.0,14.0,978061.513994734
103.0,0.0,26.0,978054.2303317182
104.0,0.0,0.0,978057.71628044
105.0,0.0,0.0,978055.0093341044
106.0,0.0,0.0,978056.0673530736
107.0,0.0,0.0,978061.5892542419
108.0,0.0,0.0,978070.2323592072
109.0,0.0,0.0,978078.3953614947
110.0,0.0,44.0,978068.5547644541
111.0,0.0,37.0,978069.1187742644
112.0,0.0,104.0,978044.8596974096
113.0,0.0,209.0,978011.6596122909
114.0,0.0,399.0,977955.9555721949
115.0,0.0,235.0,978008.602049084
116.0,0.0,97.0,978046.3144479386
117.0,0.0,19.0,978058.7567641395
118.0,0.0,0.0,978054.7990834266
119.0,0.0,0.0,978056.9346853214
120.0,0.0,385.0,977953.0713962931
121.0,0.0,0.0,978087.5602950664
122.0,0.0,0.0,978086.4952859777
123.0,0.0,0.0,978061.8594934371
124.0,0.0,0.0,978025.3142742051
125.0,0.0,0.0,977999.9502033218
126.0,0.0,0.0,978002.8098296146
127.0,0.0,0.0,978031.9657230884
128.0,0.0,0.0,978069.1998876838
129.0,0.0,0.0,978095.1423596157
130.0,0.0,0.0,978102.8457031896
131.0,0.0,0.0,978098.538346217
132.0,0.0,0.0,978091.3595191347
133.0,0.0,0.0,978083.8691597853
134.0,0.0,0.0,978072.4636358458
135.0,0.0,0.0,978055.2937739748
136.0,0.0,0.0,978037.5388898074
137.0,0.0,0.0,978027.7779876634
138.0,0.0,0.0,978029.6624096067
139.0,0.0,0.0,978038.302316008
140.0,0.0,0.0,978045.2899590936
141.0,0.0,0.0,978046.6934314958
142.0,0.0,0.0,978045.4639920909
143.0,0.0,0.0,978046.3279824904
144.0,0.0,0.0,978049.5050343159
145.0,0.0,0.0,978050.2858089752
146.0,0.0,0.0,978044.4104243342
147.0,0.0,0.0,978032.8100118928
148.0,0.0,0.0,978020.6551070819
149.0,0.0,0.0,978012.4998886447
150.0,0.0,0.0,978009.3086142718
151.0,0.0,0.0,978010.0155429143
152.0,0.0,0.0,978014.4492163289
153.0,0.0,0.0,978023.2449182674
154.0,0.0,0.0,978034.9448173229
155.0,0.0,0.0,978044.7307594097
156.0,0.0,0.0,978047.563128054
157.0,0.0,0.0,978042.856996237
158.0,0.0,0.0,978035.2988051681
159.0,0.0,0.0,978030.428130808
160.0,0.0,0.0,978029.6054007165
161.0,0.0,0.0,978029.7886657768
162.0,0.0,0.0,978028.0459270608
163.0,0.0,0.0,978025.3358283028
164.0,0.0,0.0,978025.1263193917
165.0,0.0,0.0,978028.6279295923
166.0,0.0,0.0,978032.4742265008
167.0,0.0,0.0,978031.8569104768
168.0,0.0,0.0,978025.7680397535
169.0,0.0,0.0,978018.4982399736
170.0,0.0,0.0,978015.6709220499
171.0,0.0,0.0,978019.0247165869
172.0,0.0,0.0,978025.2594504835
173.0,0.0,0.0,978029.651314896
174.0,0.0,0.0,978030.2688935598
175.0,0.0,0.0,978028.6924245214
176.0,0.0,0.0,978027.4064322667
177.0,0.0,0.0,978027.322159481
178.0,0.0,0.0,978027.8617048275
179.0,0.0,0.0,978028.6305984197
180.0,0.0,0.0,978030.1552666017
-180.0,-1.0,0.0,978026.0386521249
-179.0,-1.0,0.0,978029.7167217312
-178.0,-1.0,0.0,978035.0309169859
-177.0,-1.0,0.0,978038.774798824
-176.0,-1.0,0.0,978038.7690133795
-175.0,-1.0,0.0,978035.7438509178
-174.0,-1.0,0.0,978032.3980216165
-173.0,-1.0,0.0,978030.8286124388
-172.0,-1.0,0.0,978031.0092813893
-171.0,-1.0,0.0,978031.5032448253
-170.0,-1.0,0.0,978031.2098772707
-169.0,-1.0,0.0,978030.2921250096
-168.0,-1.0,0.0,978029.731364428
-167.0,-1.0,0.0,978030.3431855891
