Latitude,Longitude,MagneticField(nT)
-45.0,90.0,57266.5
-45.0,91.0,57688.6
-45.0,92.0,58100.0
-45.0,93.0,58500.5
-45.0,94.0,58889.9
-45.0,95.0,59267.8
-45.0,96.0,59634.0
-45.0,97.0,59988.3
-45.0,98.0,60330.5
-45.0,99.0,60660.6
-45.0,100.0,60978.3
-45.0,101.0,61283.6
-45.0,102.0,61576.3
-45.0,103.0,61856.6
-45.0,104.0,62124.2
-45.0,105.0,62379.3
-45.0,106.0,62621.9
-45.0,107.0,62851.9
-45.0,108.0,63069.5
-45.0,109.0,63274.7
-45.0,110.0,63467.7
-45.0,111.0,63648.6
-45.0,112.0,63817.4
-45.0,113.0,63974.5
-45.0,114.0,64119.9
-45.0,115.0,64253.9
-45.0,116.0,64376.5
-45.0,117.0,64488.1
-45.0,118.0,64588.9
-45.0,119.0,64679.1
-45.0,120.0,64758.8
-45.0,121.0,64828.4
-45.0,122.0,64888.2
-45.0,123.0,64938.2
-45.0,124.0,64978.9
-45.0,125.0,65010.4
-45.0,126.0,65033.0
-45.0,127.0,65047.0
-45.0,128.0,65052.6
-45.0,129.0,65050.1
-45.0,130.0,65039.7
-45.0,131.0,65021.6
-45.0,132.0,64996.2
-45.0,133.0,64963.6
-45.0,134.0,64924.2
-45.0,135.0,64878.0
-45.0,136.0,64825.5
-45.0,137.0,64766.7
-45.0,138.0,64701.9
-45.0,139.0,64631.4
-45.0,140.0,64555.3
-45.0,141.0,64473.8
-45.0,142.0,64387.1
-45.0,143.0,64295.5
-45.0,144.0,64199.1
-45.0,145.0,64098.0
-45.0,146.0,63992.4
-45.0,147.0,63882.6
-45.0,148.0,63768.6
-45.0,149.0,63650.6
-45.0,150.0,63528.8
-45.0,151.0,63403.2
-45.0,152.0,63274.1
-45.0,153.0,63141.4
-45.0,154.0,63005.4
-45.0,155.0,62866.2
-45.0,156.0,62723.8
-45.0,157.0,62578.3
-45.0,158.0,62429.9
-45.0,159.0,62278.6
-45.0,160.0,62124.6
-45.0,161.0,61967.9
-45.0,162.0,61808.5
-45.0,163.0,61646.7
-45.0,164.0,61482.4
-45.0,165.0,61315.7
-45.0,166.0,61146.8
-45.0,167.0,60975.6
-45.0,168.0,60789.2
-45.0,169.0,60598.7
-45.0,170.0,60431.2
-45.0,171.0,60269.2
-45.0,172.0,60089.9
-45.0,173.0,59907.4
-45.0,174.0,59723.3
-45.0,175.0,59537.7
-45.0,176.0,59350.7
-45.0,177.0,59162.5
-45.0,178.0,58973.1
-45.0,179.0,58782.6
-45.0,180.0,58591.3
-46.0,-180.0,59076.8
-46.0,-179.0,58888.2
-46.0,-178.0,58698.9
-46.0,-177.0,58509.0
-46.0,-176.0,58318.6
-46.0,-175.0,58127.8
-46.0,-174.0,57936.7
-46.0,-173.0,57745.5
-46.0,-172.0,57554.2
-46.0,-171.0,57362.9
-46.0,-170.0,57171.7
-46.0,-169.0,56980.6
-46.0,-168.0,56789.8
-46.0,-167.0,56599.3
-46.0,-166.0,56409.1
-46.0,-165.0,56219.3
-46.0,-164.0,56029.9
-46.0,-163.0,55841.0
-46.0,-162.0,55652.6
-46.0,-161.0,55464.6
-46.0,-160.0,55277.1
-46.0,-159.0,55090.0
-46.0,-158.0,54903.4
-46.0,-157.0,54717.1
-46.0,-156.0,54531.1
-46.0,-155.0,54345.3
-46.0,-154.0,54159.8
-46.0,-153.0,53974.3
-46.0,-152.0,53788.8
-46.0,-151.0,53603.2
-46.0,-150.0,53417.4
-46.0,-149.0,53231.2
-46.0,-148.0,53044.6
-46.0,-147.0,52857.3
-46.0,-146.0,52669.3
-46.0,-145.0,52480.3
-46.0,-144.0,52290.4
-46.0,-143.0,52099.2
-46.0,-142.0,51906.6
-46.0,-141.0,51712.5
-46.0,-140.0,51516.7
-46.0,-139.0,51319.1
-46.0,-138.0,51119.4
-46.0,-137.0,50917.6
-46.0,-136.0,50713.4
-46.0,-135.0,50506.8
-46.0,-134.0,50297.5
-46.0,-133.0,50085.3
-46.0,-132.0,49870.3
-46.0,-131.0,49652.1
-46.0,-130.0,49430.8
-46.0,-129.0,49206.0
-46.0,-128.0,48977.8
-46.0,-127.0,48746.1
-46.0,-126.0,48510.6
-46.0,-125.0,48271.3
-46.0,-124.0,48028.1
-46.0,-123.0,47781.0
-46.0,-122.0,47529.8
-46.0,-121.0,47274.5
-46.0,-120.0,47015.0
-46.0,-119.0,46751.3
-46.0,-118.0,46483.4
-46.0,-117.0,46211.2
-46.0,-116.0,45934.7
-46.0,-115.0,45654.0
-46.0,-114.0,45369.0
-46.0,-113.0,45079.8
-46.0,-112.0,44786.4
-46.0,-111.0,44488.9
-46.0,-110.0,44187.3
-46.0,-109.0,43881.7
-46.0,-108.0,43572.2
-46.0,-107.0,43259.0
-46.0,-106.0,42942.1
-46.0,-105.0,42621.7
-46.0,-104.0,42297.9
-46.0,-103.0,41970.9
-46.0,-102.0,41640.9
-46.0,-101.0,41308.2
-46.0,-100.0,40972.8
-46.0,-99.0,40635.1
-46.0,-98.0,40295.3
-46.0,-97.0,39953.7
-46.0,-96.0,39610.5
-46.0,-95.0,39266.1
-46.0,-94.0,38920.7
-46.0,-93.0,38574.7
-46.0,-92.0,38228.4
-46.0,-91.0,37882.2
-46.0,-90.0,37536.3
-46.0,-89.0,37191.3
-46.0,-88.0,36847.4
-46.0,-87.0,36505.0
-46.0,-86.0,36164.6
-46.0,-85.0,35826.5
-46.0,-84.0,35491.2
-46.0,-83.0,35159.0
-46.0,-82.0,34830.4
-46.0,-81.0,34505.7
-46.0,-80.0,34185.3
-46.0,-79.0,33869.7
-46.0,-78.0,33559.3
-46.0,-77.0,33254.4
-46.0,-76.0,32955.4
-46.0,-75.0,32662.4
-46.0,-74.0,32376.4
-46.0,-73.0,32087.6
-46.0,-72.0,31814.5
-46.0,-71.0,31551.0
-46.0,-70.0,31298.2
-46.0,-69.0,31052.8
-46.0,-68.0,30813.2
-46.0,-67.0,30586.3
-46.0,-66.0,30364.0
-46.0,-65.0,30150.7
-46.0,-64.0,29946.5
-46.0,-63.0,29751.6
-46.0,-62.0,29566.0
-46.0,-61.0,29389.9
-46.0,-60.0,29223.2
-46.0,-59.0,29065.9
-46.0,-58.0,28918.2
-46.0,-57.0,28779.8
-46.0,-56.0,28650.8
-46.0,-55.0,28531.0
-46.0,-54.0,28420.4
-46.0,-53.0,28318.7
-46.0,-52.0,28225.9
-46.0,-51.0,28141.7
-46.0,-50.0,28066.0
-46.0,-49.0,27998.5
-46.0,-48.0,27938.9
-46.0,-47.0,27887.2
-46.0,-46.0,27842.9
-46.0,-45.0,27805.8
-46.0,-44.0,27775.7
-46.0,-43.0,27752.2
-46.0,-42.0,27735.1
-46.0,-41.0,27724.1
-46.0,-40.0,27718.9
-46.0,-39.0,27719.2
-46.0,-38.0,27724.6
-46.0,-37.0,27735.0
-46.0,-36.0,27750.1
-46.0,-35.0,27769.5
-46.0,-34.0,27792.9
-46.0,-33.0,27820.2
-46.0,-32.0,27851.1
-46.0,-31.0,27885.3
-46.0,-30.0,27922.5
-46.0,-29.0,27962.6
-46.0,-28.0,28005.3
-46.0,-27.0,28050.4
-46.0,-26.0,28097.7
-46.0,-25.0,28147.0
-46.0,-24.0,28198.1
-46.0,-23.0,28250.8
